"Subject","Start Date","Start Time","End Date","End Time","All day event","Location","Description"
"14th Sunday after Trinity","2013-9-1","","","","True","",""
"New boarders return","2013-9-1","9:00:00 AM","","10:00:00 AM","False","",""
"Rest of boarders return","2013-9-2","","","","True","",""
"Staff INSET","2013-9-2","9:00:00 AM","","9:00:00 AM","False","",""
"1st Year Induction","2013-9-2","9:00:00 AM","","9:00:00 AM","False","",""
"BBC Prom Lunchtime Concert, Cadogan Hall (A level musicians)","2013-9-2","1:00:00 PM","","1:00:00 PM","False","","ETD 10.30am"
"Head's reception for 1st Year parents, Lacies Court Garden","2013-9-2","3:45:00 PM","","3:45:00 PM","False","",""
"WEEK A","2013-9-3","","","","True","",""
"Duty Masters: Mr Hughes and Dr Dudin","2013-9-3","","","","True","",""
"Term begins (1st day back for Lower Sixth)","2013-9-3","8:35:00 AM","","8:35:00 AM","False","",""
"Service in St Helen's Church","2013-9-3","10:00:00 AM","","10:00:00 AM","False","",""
"OPRO Mouthguard fittings (all years)","2013-9-3","1:30:00 PM","","4:30:00 PM","False","","amb"
"Activities Fair","2013-9-3","3:45:00 PM","","3:45:00 PM","False","",""
"WEEK A","2013-9-4","","","","True","",""
"Duty Masters: Ms Byrne and Mrs Fishpool","2013-9-4","","","","True","",""
"Selection of Other Half Options","2013-9-4","9:00:00 AM","","9:00:00 AM","False","",""
" SUS (School Uniform Scheme)","2013-9-4","12:15:00 PM","","1:15:00 PM","False","",""
"Sports practices (kit needed)","2013-9-4","2:30:00 PM","","2:30:00 PM","False","",""
"Senior Show Auditions 1, Amey Theatre","2013-9-4","5:15:00 PM","","7:00:00 PM","False","",""
"BBC Prom Concert (GCSE musicians), Cadogan Hall","2013-9-4","7:30:00 PM","","7:30:00 PM","False","","ETD 4.30pm"
"WEEK A","2013-9-5","","","","True","",""
"Duty Masters: Miss Katic and Mr Litchfield","2013-9-5","","","","True","",""
"OPRO Mouthguard fittings (back up session)","2013-9-5","1:00:00 PM","","3:30:00 PM","False","",""
"Meeting for Upper Sixth Oxbridge candidates, Amey Theatre","2013-9-5","1:00:00 PM","","1:00:00 PM","False","",""
"Senior Show Auditions 2, Amey Theatre","2013-9-5","5:15:00 PM","","7:00:00 PM","False","",""
"WEEK A","2013-9-6","","","","True","",""
"Duty Masters: Mr Lomax and Mrs Mansfield","2013-9-6","","","","True","",""
"Senior Show Auditions 3, Drama Studio","2013-9-6","5:15:00 PM","","7:00:00 PM","False","",""
"Oxbridge: Deadline for submission of essay and reflective log for Summer Research Project","2013-9-6","5:15:00 PM","","5:15:00 PM","False","","BW"
"Scholars' Induction Ceremony, Amey Theatre then Lacies Court Garden(CMR/Sports Centre if wet)","2013-9-6","5:30:00 PM","","8:00:00 PM","False","","5.30-6.00pm Amey Theatre
6.00-7.00pm Lacies Court Garden"
"Boarders' Welcome Dinner","2013-9-6","7:00:00 PM","","9:30:00 PM","False","",""
"Duty Masters: Mr Dawswell and Miss Yarrow","2013-9-7","","","","True","",""
"DoE Bronze canoe planning and kit check","2013-9-7","9:00:00 AM","","11:00:00 AM","False","",""
"DoE Silver walking training","2013-9-7","9:00:00 AM","","11:30:00 AM","False","",""
"DoE Bronze walking training","2013-9-7","9:00:00 AM","","11:00:00 AM","False","",""
"Boarders Activity: Explore Oxford (new boys)","2013-9-7","9:30:00 AM","","1:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-9-7","11:00:00 AM","","12:00:00 PM","False","",""
"Rugby v KCS, Wimbledon: 1st, 2nd, 3rd, 4th, 15A, 15B, 15C (H); 16A, 16B, 16C, 14A, 14B, 14C, 14D (A)","2013-9-7","2:30:00 PM","","5:30:00 PM","False","",""
"15th Sunday after Trinity","2013-9-8","","","","True","",""
"Prefects' Training, Ingham Room","2013-9-8","9:30:00 AM","","9:30:00 AM","False","",""
"Boarders' Activity: It's a Knockout","2013-9-8","11:30:00 AM","","4:00:00 PM","False","",""
"WEEK B","2013-9-9","","","","True","",""
"Duty Masters: Dr May and Dr Burnand","2013-9-9","","","","True","",""
"Instrumental Teaching starts","2013-9-9","9:00:00 AM","","9:00:00 AM","False","",""
"Head's Reception for 2nd, 4th and 5th Year parents, Entertainment Suite","2013-9-9","6:00:00 PM","","6:00:00 PM","False","",""
"TVYO 1st rehearsal","2013-9-9","6:15:00 PM","","6:15:00 PM","False","",""
"JCS: First Adult chorus rehearsal, Ingham Room","2013-9-9","7:30:00 PM","","7:30:00 PM","False","",""
"WEEK B","2013-9-10","","","","True","",""
"Duty Masters: Mrs Muller and Mr Middleton","2013-9-10","","","","True","",""
"Boarders' Chapel","2013-9-10","6:00:00 PM","","6:00:00 PM","False","",""
"WEEK B","2013-9-11","","","","True","",""
"Duty Masters: Mr Pritchard and Mr Dawswell","2013-9-11","","","","True","",""
"Head's Assembly","2013-9-11","8:45:00 AM","","9:00:00 AM","False","",""
"WEEK B","2013-9-12","","","","True","",""
"Duty Masters: Mr Brooks and Mrs Penrose","2013-9-12","","","","True","",""
"Oxbridge: Symposium and presentations of Summer Research Project (and  on 13 Sept.)","2013-9-12","4:00:00 PM","","5:00:00 PM","False","",""
"Upper & Lower Sixth Theatre Studies trip to ""Charlie & the Chocolate Factory, Theatre Royal, Drury Lane","2013-9-12","4:00:00 PM","","4:00:00 PM","False","",""
"3rd Year Parents' Social Evening, Amey Theatre/ Houserooms","2013-9-12","7:15:00 PM","","7:15:00 PM","False","",""
"WEEK B","2013-9-13","","","","True","",""
"Duty Masters: Mrs Pradas and Mr Winters","2013-9-13","","","","True","",""
"Internal deadline for pre-Oct.15th UCAS applications","2013-9-13","","","","True","",""
"Oxbridge: Symposium and presentations of Summer Research Project","2013-9-13","4:00:00 PM","","5:00:00 PM","False","",""
"Detention Master: Mr Webb","2013-9-13","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders' Activity: Etiquette Night (3rd Year), Headington School","2013-9-13","7:00:00 PM","","9:30:00 PM","False","",""
"Duty Masters: Mrs Mansfield and Miss Spurling-Holt","2013-9-14","","","","True","",""
"Boarders' Activity: Oxford Open Doors","2013-9-14","9:30:00 AM","","12:00:00 PM","False","",""
"Rugby v Windsor Boys: 16B, 15B, 14B (H)","2013-9-14","10:30:00 AM","","1:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-9-14","11:00:00 AM","","12:00:00 PM","False","",""
"Abingdon Heritage Open Day, Chapel and Library","2013-9-14","11:00:00 AM","","1:00:00 PM","False","",""
"Rugby v Shiplake College: 4th (A)","2013-9-14","1:30:00 PM","","3:30:00 PM","False","",""
"Rugby v Berkhamsted: 1st, 2nd, 3rd, 14A, 14C, 14D, 14E (A); 16A, 16C, 16D, 15A, 15C, 15D, 15E (H)","2013-9-14","2:30:00 PM","","5:30:00 PM","False","",""
"16th Sunday after Trinity","2013-9-15","","","","True","",""
"Cross Country: Longworth Village 10k","2013-9-15","9:00:00 AM","","1:00:00 PM","False","",""
"WEEK A","2013-9-16","","","","True","",""
"Duty Masters: Miss Lee and Mrs Yarrow","2013-9-16","","","","True","",""
"Lower Sixth parents 'Meet the Tutors' evening, Big School & CMR","2013-9-16","7:00:00 PM","","7:00:00 PM","False","",""
"Adult Joint School Choir, Ingham Room","2013-9-16","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK A","2013-9-17","","","","True","",""
"Duty Masters: Dr Willis and Mrs Tufnell","2013-9-17","","","","True","",""
"Golf v Radley, ISGA Knockout (First round), Frilford Heath Golf Club","2013-9-17","2:00:00 PM","","2:00:00 PM","False","","SJ"
"Joint Abingdon-St Helen's ""Meet the Chaplains/prayer gathering"", CMR","2013-9-17","7:45:00 PM","","7:45:00 PM","False","",""
"WEEK A","2013-9-18","","","","True","",""
"Duty Masters: Mr J Taylor and Mr R Taylor","2013-9-18","","","","True","",""
"House Assembly","2013-9-18","8:45:00 AM","","9:00:00 AM","False","",""
" SUS (School Uniform Scheme)","2013-9-18","12:15:00 PM","","1:15:00 PM","False","",""
"'American Universities' talk, CMR","2013-9-18","7:00:00 PM","","7:00:00 PM","False","","ANW"
"WEEK A","2013-9-19","","","","True","",""
"Duty Masters: Mrs Waite and Mrs Slatford","2013-9-19","","","","True","",""
"DoE Gold sailing qualifying expedition 1 (until 23rd Sept.- 9pm)","2013-9-19","12:00:00 PM","","12:00:00 PM","False","","LFD"
"Foundation photo","2013-9-19","1:45:00 PM","","1:45:00 PM","False","",""
"Upper and Lower Sixth trip: ""Romeo & Juliet"", Watermill Theatre","2013-9-19","6:15:00 PM","","6:15:00 PM","False","","Depart Abingdon 6.15pm
Show starts at 7.30pm"
"WEEK A","2013-9-20","","","","True","",""
"Duty Masters: Mr Aitken and Mr Hughes","2013-9-20","","","","True","",""
"CCF Field Weekend, Barton Stacey (until 22nd Sept.)","2013-9-20","","","","True","","EAK"
"Drama: Dugald Bruce-Lockhart devising workshop for Upper Sixth, Abingdon Drama Studio","2013-9-20","9:00:00 AM","","1:00:00 PM","False","",""
"Drama: Dugald Bruce-Lockhart devising workshop for Upper Sixth, St Helen's Drama Studio","2013-9-20","10:45:00 AM","","12:30:00 PM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-9-20","1:10:00 PM","","1:10:00 PM","False","",""
"Be the Best launch for Lower School, Amey Theatre","2013-9-20","1:30:00 PM","","4:00:00 PM","False","","AJJ"
"DoE Bronze training and walking practice (until 21st Sept.)","2013-9-20","4:00:00 PM","","4:00:00 PM","False","",""
"Detention Master: Mr Tate","2013-9-20","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders' Activity: Bowling, Kassam","2013-9-20","7:00:00 PM","","9:30:00 PM","False","",""
"Activities priority weekend","2013-9-21","","","","True","",""
"CCF: RAF Gliding","2013-9-21","8:30:00 AM","","8:30:00 AM","False","",""
"DoE Silver walking route planning","2013-9-21","9:00:00 AM","","9:00:00 AM","False","","CFC"
"DoE Bronze canoeing practice expedition, River Thames (until 22nd Sept.)","2013-9-21","9:00:00 AM","","9:00:00 AM","False","","SMN"
"Sixth form Life drawing and portfolio preparation day","2013-9-21","9:30:00 AM","","3:30:00 PM","False","",""
"1st Year Teambuilding, Entertainment Suite","2013-9-21","9:30:00 AM","","9:30:00 AM","False","",""
"60 Years of the Abingdon Film Unit (APAS) reunion, Amey Theatre, Foyer, Ingham Room, Drama Classroom & Studio","2013-9-21","10:30:00 AM","","5:30:00 PM","False","","JHT"
"1st Year parents' 'Meet the Tutors' lunch, Entertainment Suite","2013-9-21","12:30:00 PM","","12:30:00 PM","False","",""
"Fencing v Wellington College (H), Sports Centre Studio","2013-9-21","2:00:00 PM","","5:00:00 PM","False","",""
"John Roysse Lodge meeting and Dinner, CMR/Avernus/Dining Hall","2013-9-21","2:30:00 PM","","3:00:00 PM","False","",""
"Rugby v Akeley Wood: 13's (A); 12's (H)","2013-9-21","2:30:00 PM","","4:30:00 PM","False","",""
"17th Sunday after Trinity","2013-9-22","","","","True","",""
"Boarders' Activity: Golf - Driving Range","2013-9-22","11:30:00 AM","","2:00:00 PM","False","",""
"WEEK B","2013-9-23","","","","True","",""
"Duty Masters: Dr Jeffreys and Mr Fletcher-Campbell","2013-9-23","","","","True","",""
"3rd Year Tutors' meeting, Avernus","2013-9-23","1:05:00 PM","","1:05:00 PM","False","",""
"Rugby v MCS: 16A, 16C (H)","2013-9-23","4:00:00 PM","","6:00:00 PM","False","",""
"Roysse Society: Dr Philomen Probert of Wolfson College, Oxford","2013-9-23","5:30:00 PM","","5:30:00 PM","False","","CB"
"OA Club: Hong Kong Reception, Excelsior Hotel, Hong Kong","2013-9-23","6:30:00 PM","","8:30:00 PM","False","",""
"Adult Joint School Choir, CMR","2013-9-23","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK B","2013-9-24","","","","True","",""
"Duty Masters: Mr Border and Mrs Bennison","2013-9-24","","","","True","",""
"Genesis: ""Leadership"", Avernus","2013-9-24","9:00:00 AM","","5:00:00 PM","False","",""
"Classics trip: ""Pompeii and Herculaneum"", British Museum","2013-9-24","9:00:00 AM","","9:00:00 AM","False","","CB"
"WEEK B","2013-9-25","","","","True","",""
"Duty Masters: Mr Colborn and Mrs O'Doherty","2013-9-25","","","","True","",""
"Head's Assembly","2013-9-25","8:45:00 AM","","9:00:00 AM","False","",""
" SUS (School Uniform Scheme)","2013-9-25","12:15:00 PM","","1:15:00 PM","False","",""
"Music: Associated Board (deadline for receipt of exam entries)","2013-9-25","1:00:00 PM","","1:00:00 PM","False","",""
"Rugby v MCS: 1st, 3rd, 4th (A)","2013-9-25","2:30:00 PM","","5:30:00 PM","False","",""
"1st Year MidYIS","2013-9-25","2:45:00 PM","","2:45:00 PM","False","","VEH"
"Golf: HMC Foursomes v Eton (1st Round), Frilford Heath Golf Club","2013-9-25","3:00:00 PM","","7:30:00 PM","False","","SJ"
"Rugby v MCS: 15B, 15D (A)","2013-9-25","4:00:00 PM","","6:00:00 PM","False","",""
"Abingdon Naturalists' Society: ""AGM and Talk"", Ingham Room","2013-9-25","7:00:00 PM","","7:00:00 PM","False","",""
"WEEK B","2013-9-26","","","","True","",""
"Duty Masters: Mrs Quick and Mr Bliss","2013-9-26","","","","True","",""
"MFL Society: European Day of Languages","2013-9-26","","","","True","","JAM"
"(This is now taking place on 3rd October) Lower Sixth Geographers to Christchurch Bay","2013-9-26","","","","True","","ICF"
"4th Year: ""Study Skills"", Amey Theatre","2013-9-26","1:25:00 PM","","2:40:00 PM","False","","PDBG"
"Rugby v MCS: 14A, 14C, 14E (H)","2013-9-26","3:30:00 PM","","5:30:00 PM","False","",""
"Chemistry Lecture: NMR Masterclass, Dr Martin Christlieb. University of Oxford, CMR","2013-9-26","4:00:00 PM","","5:00:00 PM","False","","IM"
"WEEK B","2013-9-27","","","","True","",""
"Duty Masters: Mr Fisher and Mr S Evans","2013-9-27","","","","True","",""
"Swimming: ESSA Oxfordshire Championships","2013-9-27","1:00:00 PM","","4:00:00 PM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-9-27","1:10:00 PM","","1:10:00 PM","False","",""
"Debating","2013-9-27","4:00:00 PM","","5:00:00 PM","False","",""
"Detention Master: Mr Davies","2013-9-27","5:00:00 PM","","7:00:00 PM","False","",""
"BMAT and TSA registration deadline","2013-9-27","5:15:00 PM","","5:15:00 PM","False","",""
"Boarders' Activity: Cinema","2013-9-27","7:00:00 PM","","10:00:00 PM","False","",""
"Duty Masters: Mrs O'Doherty and Ms Byrne","2013-9-28","","","","True","",""
"Rowing: Wallingford Sculls (Seniors)","2013-9-28","","","","True","","JRF"
"Open Day","2013-9-28","10:00:00 AM","","2:30:00 PM","False","",""
"Rugby v St Bartholomew's, Newbury: 16A, 14B (H); 15B (A)","2013-9-28","10:00:00 AM","","12:00:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-9-28","11:00:00 AM","","12:00:00 PM","False","",""
"Rugby v Cokethorpe: 13A, 13B (H); 12A, 12B (A)","2013-9-28","11:00:00 AM","","1:00:00 PM","False","",""
"Badminton v Cheltenham (A)","2013-9-28","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v Wellington College: 2nd, 4th, 16C (A); 15D, 14D, 14E (H)","2013-9-28","2:15:00 PM","","5:15:00 PM","False","",""
"Rugby v Cokethorpe: 1st, 3rd, 14A, 14C (H); 16B, 15A, 15C (A)","2013-9-28","2:30:00 PM","","4:30:00 PM","False","",""
"18th Sunday after Trinity","2013-9-29","","","","True","",""
"Boarders' Activity: Ice Skating, Oxford","2013-9-29","11:00:00 AM","","2:00:00 PM","False","",""
"WEEK A","2013-9-30","","","","True","",""
"Duty Masters: Mr English and Mr Haworth","2013-9-30","","","","True","",""
"3rd Year Tutors' meeting","2013-9-30","1:05:00 PM","","1:05:00 PM","False","","PDBG"
"Lower Sixth theatre trip to the Globe: “A Midsummer Night’s Dream”.","2013-9-30","6:00:00 PM","","6:00:00 PM","False","","RY"
"Adult Joint School Choir, CMR","2013-9-30","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK A","2013-10-1","","","","True","",""
"Duty Masters: Miss Spurling-Holt and Mrs Jennings","2013-10-1","","","","True","",""
"4th Year and Lower Sixth artists trip to London Galleries","2013-10-1","9:00:00 AM","","9:00:00 AM","False","",""
"RAF liaison officer, Sqd.Ldr. Julie Fell to meet with the boys","2013-10-1","10:00:00 AM","","10:00:00 AM","False","","ANW"
"WEEK A","2013-10-2","","","","True","",""
"Duty Masters: Miss Hicks and Dr Wiejak","2013-10-2","","","","True","",""
"Michaelmas Field Day, RAF Benson","2013-10-2","","","","True","",""
"House Assembly","2013-10-2","8:45:00 AM","","9:00:00 AM","False","",""
"Music: Abingdon Outreach at New College, Oxford","2013-10-2","12:00:00 PM","","1:00:00 PM","False","","Chamber Orchestra, Big Band "
" SUS (School Uniform Scheme)","2013-10-2","12:15:00 PM","","1:15:00 PM","False","",""
"Rugby v Abingdon Prep: 13A, 13B (H); 12A, 12B (A)","2013-10-2","2:30:00 PM","","4:30:00 PM","False","",""
"WEEK A","2013-10-3","","","","True","",""
"Duty Masters: Mr Swarbrick and Mrs Prior","2013-10-3","","","","True","",""
" Lower Sixth Geographers to Christchurch Bay","2013-10-3","","","","True","","ICF"
"Army liaison officer, Major Rick Fletcher, to meet with the boys","2013-10-3","10:00:00 AM","","10:00:00 AM","False","","ANW"
"3rd Year Drama Students Theatre trip: ""Sherlock's Last Case"", Watermill Theatre","2013-10-3","12:45:00 PM","","12:45:00 PM","False","",""
"Classics talk by Robin Lane Fox, ""Sicily"", CMR","2013-10-3","5:30:00 PM","","6:30:00 PM","False","","RMC"
"WEEK A","2013-10-4","","","","True","",""
"Duty Masters: Mr Poon and Mr Morgan","2013-10-4","","","","True","",""
"Art: Upper Sixth coursework development day","2013-10-4","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-10-4","1:10:00 PM","","1:10:00 PM","False","",""
"3rd Year: ""Time Management Skills"", Amey Theatre","2013-10-4","1:40:00 PM","","2:55:00 PM","False","","PDBG"
"Economics Society: Professor Alan Barrell, Entrepreneur in Residence at the Judge Business School, The University of Cambridge, Amey Theatre","2013-10-4","4:00:00 PM","","4:00:00 PM","False","","NF"
"Detention Master: Mr Cotton","2013-10-4","5:00:00 PM","","7:00:00 PM","False","",""
"Classics: Evening trip to Hippolytus, MCS","2013-10-4","7:00:00 PM","","7:00:00 PM","False","","CB"
"Duty Masters: Dr Steer and Mr Colborn","2013-10-5","","","","True","",""
"Boarders' Activity: Shooting","2013-10-5","10:00:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-10-5","11:00:00 AM","","12:00:00 PM","False","",""
"Badminton v Bromsgrove (H)","2013-10-5","2:00:00 PM","","2:00:00 PM","False","",""
"Rugby v St Paul's: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (A); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (H)","2013-10-5","2:30:00 PM","","5:30:00 PM","False","",""
"19th Sunday after Trinity","2013-10-6","","","","True","",""
"Upper Sixth Geographers to Studland Bay (until 7th Oct.)","2013-10-6","","","","True","","ICF"
"German exchange group at Abingdon (until 16th Oct.)","2013-10-6","8:35:00 AM","","8:35:00 AM","False","",""
"Boarders' Activity: Go-karting","2013-10-6","11:00:00 AM","","2:00:00 PM","False","",""
"WEEK B","2013-10-7","","","","True","",""
"Duty Masters: Mr McGill and Mr Moody","2013-10-7","","","","True","",""
"Abingdon Fair","2013-10-7","8:00:00 AM","","8:00:00 AM","False","",""
"1st Year Screening Tests (throughout week)","2013-10-7","8:45:00 AM","","9:50:00 AM","False","","moved to various mathematics lesson"
"Welcome by Head to German exchange party, Amey Theatre","2013-10-7","8:45:00 AM","","8:45:00 AM","False","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-7","9:00:00 AM","","9:00:00 AM","False","",""
"Upper Sixth Geographers at Studland Bay","2013-10-7","9:00:00 AM","","9:00:00 AM","False","","ICF"
"Upper & Lower Sixth Theatre trip: ""Romeo & Juliet"", St Helen's Studio","2013-10-7","5:00:00 PM","","6:30:00 PM","False","",""
"Senior Show Rehearsal","2013-10-7","5:15:00 PM","","7:00:00 PM","False","",""
"Adult Joint School Choir, CMR","2013-10-7","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK B","2013-10-8","","","","True","",""
"Duty Masters: Mr Revill and Mr Phillips","2013-10-8","","","","True","",""
"Abingdon musicians, outreach: Chamber Orchestra, Big Band to Chandlings Manor","2013-10-8","8:30:00 AM","","9:30:00 AM","False","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-8","9:00:00 AM","","9:00:00 AM","False","",""
"1st Year Reading Tests - moved to 18 Oct","2013-10-8","9:00:00 AM","","9:00:00 AM","False","","Celia Collins"
"Abingdon Fair","2013-10-8","9:00:00 AM","","9:00:00 AM","False","",""
"Choral Evensong with Chapel Choir","2013-10-8","6:00:00 PM","","6:00:00 PM","False","",""
"WEEK B","2013-10-9","","","","True","",""
"Duty Masters: Dr Steer and Mrs Fishpool","2013-10-9","","","","True","",""
"Head's Assembly","2013-10-9","8:45:00 AM","","9:00:00 AM","False","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-9","9:00:00 AM","","9:00:00 AM","False","",""
"Talk to German Exchange by Sarah Wearne on history of the school, Amey Theatre","2013-10-9","11:10:00 AM","","12:05:00 PM","False","",""
"House singing practices","2013-10-9","12:10:00 PM","","12:10:00 PM","False","",""
"Rugby v The European School: 13A (A)","2013-10-9","2:30:00 PM","","4:30:00 PM","False","",""
"3rd Year MidYIS","2013-10-9","2:45:00 PM","","2:45:00 PM","False","","VEH"
"Badminton v Bloxham (A)","2013-10-9","3:00:00 PM","","3:00:00 PM","False","",""
"Michael Grigsby's Memorial Service, St Martin-in-the-Fields, London","2013-10-9","3:00:00 PM","","3:00:00 PM","False","",""
"Swimming: v Stowe, Abingdon & SHSK (H)","2013-10-9","3:00:00 PM","","5:00:00 PM","False","",""
"Rugby v King Alfred's, Wantage (U15 Cup): 15A (A)","2013-10-9","3:30:00 PM","","5:30:00 PM","False","",""
"Music Society AGM and Music Scholars' Concert 1, CMR","2013-10-9","6:45:00 PM","","6:45:00 PM","False","","Admission free"
"Talk by Prof. Frank Close OBE, ""The Atomic Spies of Abingdon - Klaus Fuchs and Bruno Pontecorvo"", Amey Theatre & Foyer","2013-10-9","7:30:00 PM","","9:00:00 PM","False","","Open to all boys, parents, staff, governors, and OAs.

In 1947, the arrival of the Atomic Energy Research Establishment, Harwell, brought the town of Abingdon close to the heart of the Cold War. Klaus Fuchs was living in Abingdon when he was arrested in 1950 for passing atomic secrets to the Soviet Union, as was Bruno Pontecorvo when in the same year he apparently defected to the Soviet Union causing a world-wide sensation. 
The particle physicist, Frank Close, Professor of Physics at the University of Oxford and former Head of the Theoretical Physics Division at the Rutherford Appleton Laboratory, has been researching Pontecorvo's 'defection' for a biography, A Life of Two Halves, and for the first time the real facts are beginning to emerge.  Pontecorvo's son, Gil, was briefly a pupil at Abingdon School and some OAs may remember him.  Professor Close will give a talk, Atomic Spies of Abingdon, based on his research, to which all OAs are invited to attend and are welcome to bring along anyone else who might be interested in the subject - especially if they can contribute anything more to the story!
"
"WEEK B","2013-10-10","","","","True","",""
"Duty Masters: Mrs Quick and Mr Newton","2013-10-10","","","","True","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-10","9:00:00 AM","","9:00:00 AM","False","",""
"Lower Sixth Artist workshop","2013-10-10","9:00:00 AM","","9:00:00 AM","False","",""
"Lower Sixth visit to Cheltenham Literature Festival","2013-10-10","12:00:00 PM","","12:00:00 PM","False","","RY"
"House singing practices","2013-10-10","3:45:00 PM","","3:45:00 PM","False","",""
"Upper Sixth Parents' evening, Amey Theatre & CMR","2013-10-10","5:15:00 PM","","5:15:00 PM","False","","DJD"
"WEEK B","2013-10-11","","","","True","",""
"Duty Masters: Mrs Mansfield and Miss Yarrow","2013-10-11","","","","True","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-11","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert, Amey Theatre Foyer","2013-10-11","1:10:00 PM","","1:10:00 PM","False","",""
"House singing practices","2013-10-11","4:00:00 PM","","4:00:00 PM","False","",""
"Detention Master: Mr Marriott","2013-10-11","5:00:00 PM","","7:00:00 PM","False","",""
"New Views Playwriting programme, Drama Classroom & Studio","2013-10-11","5:15:00 PM","","7:15:00 PM","False","",""
"ASPA 3rd Year Supper, CMR/Dining Hall","2013-10-11","7:30:00 PM","","11:00:00 PM","False","","Reception in CMR followed by a meal in the Dining Hall"
"Duty Masters: Mr English and Mrs Tufnell","2013-10-12","","","","True","",""
"OA Club meeting followed by AGM, Lacies Court","2013-10-12","10:30:00 AM","","12:30:00 PM","False","",""
"SUS (School Uniform Scheme)","2013-10-12","11:00:00 AM","","12:00:00 PM","False","",""
"Literature: Model United Nations for Sixth Form, Cheadle Hulme (and 13 Oct.)","2013-10-12","12:00:00 PM","","1:00:00 PM","False","",""
"Fencing v Winchester College (A)","2013-10-12","1:00:00 PM","","1:00:00 PM","False","",""
"Rugby v Radley: 1st, 2nd, 3rd, 4th, 14A, 14B, 14C, 14D, 14E (H); 16A, 16B, 16C, 16D, 15A, 15B, 15C, 15D, 15E (A)","2013-10-12","2:30:00 PM","","5:30:00 PM","False","",""
"Boarders' Activity: Bond Night (+ Headington)","2013-10-12","7:00:00 PM","","10:30:00 PM","False","",""
"20th Sunday after Trinity","2013-10-13","","","","True","",""
"Rowing: Pairs Head","2013-10-13","","","","True","",""
"Inter Schools' Bagpipe Competition, Silk Hall, Radley","2013-10-13","12:00:00 PM","","5:00:00 PM","False","",""
"WEEK A","2013-10-14","","","","True","",""
"Duty Masters: Mr Stinton and Dr Burnand","2013-10-14","","","","True","",""
"Abingdon Runaway Fair","2013-10-14","8:00:00 AM","","8:00:00 AM","False","",""
"ISCO FutureWise career interviews for 5th Year","2013-10-14","9:00:00 AM","","9:00:00 AM","False","",""
"House singing practices","2013-10-14","4:00:00 PM","","4:00:00 PM","False","",""
"Rugby v CCCS: 12A (H)","2013-10-14","4:00:00 PM","","5:30:00 PM","False","",""
"Sixth Form Open Evening","2013-10-14","5:00:00 PM","","7:30:00 PM","False","",""
"5th Year GCSE Drama Devised Tech/Dress rehearsals, Abingdon Drama Studio","2013-10-14","5:15:00 PM","","8:15:00 PM","False","",""
"Adult Joint School Choir, CMR","2013-10-14","7:30:00 PM","","9:30:00 PM","False","",""
"WEEK A","2013-10-15","","","","True","",""
"Duty Masters: Mr Grills and Mr Middleton","2013-10-15","","","","True","",""
"5th Year GCSE Drama Devised Performance 1, Abingdon Drama Studio","2013-10-15","9:00:00 AM","","1:00:00 PM","False","",""
"Singing Masterclass rehearsals with Peter Harvey, CMR","2013-10-15","1:30:00 PM","","1:30:00 PM","False","",""
"Rugby v St Birinus: 13's (H) - Cancelled","2013-10-15","3:00:00 PM","","4:30:00 PM","False","",""
"Badminton v Rugby (H)","2013-10-15","3:40:00 PM","","3:40:00 PM","False","",""
"House singing practices","2013-10-15","3:45:00 PM","","3:45:00 PM","False","",""
"Singing Masterclass with Peter Harvey, CMR","2013-10-15","7:00:00 PM","","7:00:00 PM","False","",""
"Music trip: ""Tosca"", New Theatre, Oxford","2013-10-15","7:15:00 PM","","7:15:00 PM","False","","ETD 6.15pm"
"WEEK A","2013-10-16","","","","True","",""
"Duty Masters: Mr Whalley and Dr Jeffreys","2013-10-16","","","","True","",""
"Economics & Business Studies: EntrepreneurLIVE! 2013, Lower Sixth, Bristol - Vue Cinema, Cribbs Causeway","2013-10-16","7:00:00 AM","","7:00:00 AM","False","",""
"House Assembly","2013-10-16","8:45:00 AM","","8:45:00 AM","False","",""
