"Subject","Start Date","Start Time","End Date","End Time","All day event","Location","Description"
"Abingdon's Got Talent, Amey Theatre","2014-2-13","7:00:00 PM","","9:00:00 PM","False","","SAP"
"WEEK A","2014-2-14","","","","True","",""
"Home Clothes Day","2014-2-14","","","","True","",""
"Lunchtime Informal Concert","2014-2-14","1:10:00 PM","","1:10:00 PM","False","",""
"Half-term begins","2014-2-14","5:15:00 PM","","5:15:00 PM","False","",""
"ASPA, CMR","2014-2-14","6:00:00 PM","","10:30:00 PM","False","",""
"(now moved to 13th Feb) Abingdon's Got Talent, Amey Theatre","2014-2-14","6:30:00 PM","","6:30:00 PM","False","","SAP"
"Joint Lower School Disco, St Helen's","2014-2-14","7:00:00 PM","","10:00:00 PM","False","",""
"Half Term","2014-2-15","12:00:00 PM","","1:00:00 PM","False","",""
"3rd Sunday before Lent","2014-2-16","","","","True","",""
"CANCELLED - Rowing: Wimbleball (until 19th February)","2014-2-17","","","","True","",""
"CANCELLED - MFL: Sixth Form trip to Paris (until 22nd Feb.)","2014-2-18","","","","True","",""
"Sixth Form Economics & Business Studies trip to Prague (until 21 Feb)","2014-2-18","9:00:00 AM","","9:00:00 AM","False","","NF"
"Abingdon Naturalists, Ingham Room","2014-2-19","7:00:00 PM","","7:00:00 PM","False","",""
"Rowing: GB Long Distance Trial, Boston (until 23rd February)","2014-2-22","","","","True","",""
"2nd Sunday before Lent","2014-2-23","","","","True","",""
"Ball Boy at Reading HC EHL match; U13's","2014-2-23","12:00:00 PM","","1:00:00 PM","False","",""
"Boarders return (evening)","2014-2-23","5:00:00 PM","","5:00:00 PM","False","",""
"WEEK B","2014-2-24","","","","True","",""
"Term resumes","2014-2-24","8:35:00 AM","","8:35:00 AM","False","",""
"Upper sixth mock examinations (in lessons)","2014-2-24","9:00:00 AM","","10:00:00 AM","False","",""
"WEEK B","2014-2-25","","","","True","",""
"Upper sixth mock examinations (in lessons)","2014-2-25","9:00:00 AM","","9:00:00 AM","False","",""
"Economics: Preparatory Schools' Business Challenge, Sports Hospitality Suite","2014-2-25","9:00:00 AM","","5:00:00 PM","False","","NF"
"3rd Year Parents' Evening, Amey Theatre & CMR","2014-2-25","5:30:00 PM","","5:30:00 PM","False","",""
"WEEK B","2014-2-26","","","","True","",""
"Head's Assembly","2014-2-26","8:45:00 AM","","9:00:00 AM","False","",""
"16+ Sports Scholarship Assessment Day, Sports Centre","2014-2-26","9:00:00 AM","","9:00:00 AM","False","",""
"13+ 14+ 2014 Exam Day","2014-2-26","10:30:00 AM","","5:00:00 PM","False","",""
"Football v King's, Winchester: U13A, U12A (A)","2014-2-26","3:00:00 PM","","3:00:00 PM","False","",""
"Football v Oratory. U16A, U16B, U15A, U15B, U15C (H)3pm. 1st xi, 2nd xi, 3rd xi, 4th xi, U14A, U14B, U14C (A) 3pm.","2014-2-26","3:00:00 PM","","3:00:00 PM","False","",""
"Chamber Music Evening, CMR","2014-2-26","7:00:00 PM","","7:00:00 PM","False","","Admission free"
"WEEK B","2014-2-27","","","","True","",""
"13+ Sports Scholarship Assessment Day, Sports Centre","2014-2-27","9:00:00 AM","","9:00:00 AM","False","",""
"Drama Scholarship Auditions, Drama Studio","2014-2-27","9:00:00 AM","","9:00:00 AM","False","",""
"Cross Country: Marlborough College Relays","2014-2-27","1:00:00 PM","","6:00:00 PM","False","",""
"Music: AB Theory Exams, Room A214","2014-2-27","5:00:00 PM","","5:00:00 PM","False","",""
"Governors' Finance committee (time tbc)","2014-2-27","5:00:00 PM","","5:00:00 PM","False","",""
"4th Year trip: ""All My Sons"", Watermill Theatre","2014-2-27","7:30:00 PM","","7:30:00 PM","False","","RY"
"WEEK B","2014-2-28","","","","True","",""
"County Round of National Badminton Competition, Blackbird Leys Sports Centre (tbc)","2014-2-28","9:00:00 AM","","3:00:00 PM","False","",""
"Deadline for 1st Drafts of New Views Plays","2014-2-28","9:00:00 AM","","9:00:00 AM","False","",""
"Lunchtime Informal Concert","2014-2-28","1:10:00 PM","","1:10:00 PM","False","",""
"Hockey: County Championships; U13's (A)","2014-2-28","2:30:00 PM","","5:30:00 PM","False","",""
"Detention Master: Mr Morgan","2014-2-28","5:00:00 PM","","7:00:00 PM","False","",""
"Boarders’ Activities: Cinema trip","2014-2-28","7:00:00 PM","","7:00:00 PM","False","",""
"UCAS 1 evening for Lower Sixth boys and parents, Amey Theatre, Foyer and Ingham Room","2014-2-28","7:00:00 PM","","7:00:00 PM","False","","APS"
"(now being held on 7th March) 3rd Year Disco","2014-2-28","7:00:00 PM","","7:00:00 PM","False","","VP"
"Duty Masters: Dr Willis and Miss Williamson","2014-3-1","","","","True","",""
"Boarders’ Activities: Fifa competition","2014-3-1","","","","True","",""
"Rowing: Reading University HORR J15-Sen. (possible J14 Basher match at Bedford) (tbc)","2014-3-1","","","","True","",""
"DoE Gold walking route-planning","2014-3-1","9:00:00 AM","","12:00:00 PM","False","",""
"Bellringing Club Outing","2014-3-1","9:00:00 AM","","9:00:00 AM","False","","AJJ"
"OA Club Committee Meeting, Lacies Court","2014-3-1","11:00:00 AM","","11:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-3-1","11:00:00 AM","","12:00:00 PM","False","",""
"Hockey v Cheltenham College: 1st, 2nd, 3rd, 16A, 16B (A); 15A, 15B, 15C, 14A, 14B, 14C (H)","2014-3-1","1:30:00 PM","","4:30:00 PM","False","",""
"Badminton v Cheltenham (H)","2014-3-1","2:00:00 PM","","2:00:00 PM","False","",""
"Football v Rugby: U16A, U16B, U15A, U15B (H); 1st XI, 2nd XI, 3rd XI, 4th XI (A)","2014-3-1","2:30:00 PM","","2:30:00 PM","False","",""
"Rugby: Touchliners' Dinner. Dining Hall","2014-3-1","7:30:00 PM","","11:30:00 PM","False","",""
"Sunday next before Lent","2014-3-2","","","","True","",""
"Rugby: Guildford 7's; U16 (A)","2014-3-2","10:00:00 AM","","3:00:00 PM","False","",""
"Rugby: Windsor 7's; U18 (A)","2014-3-2","10:00:00 AM","","3:00:00 PM","False","",""
"WEEK A","2014-3-3","","","","True","",""
"Academic Scholarship 3rd Year 2014 (until 7th March), CMR","2014-3-3","8:30:00 AM","","4:15:00 PM","False","",""
"Basketball: Fifth & Sixth Form v MCS (H), Sports Hall","2014-3-3","5:00:00 PM","","6:20:00 PM","False","","AMB"
"Shrove Tuesday","2014-3-4","","","","True","",""
"WEEK A","2014-3-4","","","","True","",""
"Lower Sixth trip to Oxford University for prospective applicants (Sciences)","2014-3-4","9:00:00 AM","","9:00:00 AM","False","",""
"ISGA Regional Final v Cheltenham College, Burford Golf Course","2014-3-4","1:00:00 PM","","1:00:00 PM","False","","SJ"
"Performance by Propeller: Pocket Version of Henry V (3rd Year), Amey Theatre","2014-3-4","2:00:00 PM","","3:40:00 PM","False","","EJW"
" Edmund Society/Chapel event with Peter Hitchens, Hospitality Suite","2014-3-4","4:00:00 PM","","5:00:00 PM","False","","HMAB"
"Ash Wednesday","2014-3-5","","","","True","",""
"WEEK A","2014-3-5","","","","True","",""
"House Assembly","2014-3-5","8:45:00 AM","","9:00:00 AM","False","",""
"SUS (School Uniform Scheme)","2014-3-5","12:15:00 PM","","1:15:00 PM","False","",""
"Hockey v Thorngrove: 13B, 12A  (A)","2014-3-5","2:30:00 PM","","4:30:00 PM","False","",""
"Football v Forest School: 1st XI, 2nd XI, 3rd XI, 4th XI, 5th XI (H)","2014-3-5","3:00:00 PM","","3:00:00 PM","False","",""
"Ash Wednesday Eucharist, St Helen's Church with Chapel Choir","2014-3-5","7:00:00 PM","","7:00:00 PM","False","",""
"World Book Day","2014-3-6","","","","True","","GJC"
"WEEK A","2014-3-6","","","","True","",""
"Pro Corda Chamber Competition - Regional Semi Finals, CMR","2014-3-6","9:00:00 AM","","5:00:00 PM","False","",""
"Hockey: Regional Finals at Tilsley Park: U16's","2014-3-6","10:00:00 AM","","4:00:00 PM","False","",""
"5th Year: ""Ace your Exams"", Amey Theatre","2014-3-6","1:25:00 PM","","2:40:00 PM","False","","PDBG"
"2nd Year Parents' Evening, Amey Theatre","2014-3-6","5:30:00 PM","","8:30:00 PM","False","",""
"Music Scholars' Concert No.4, CMR","2014-3-6","7:00:00 PM","","7:00:00 PM","False","","Admission free"
"WEEK A","2014-3-7","","","","True","",""
"GCSE Physics Challenge (top sets in lessons), Labs 22 & 24","2014-3-7","11:00:00 AM","","12:00:00 PM","False","",""
"Lunchtime Informal Concert","2014-3-7","1:10:00 PM","","1:10:00 PM","False","",""
"3rd Year Drama Acting Assessment, Drama Studio","2014-3-7","1:55:00 PM","","3:55:00 PM","False","","JHT"
"Marcus Sedgwick, author, (for Lower School) , Our Lady's","2014-3-7","3:00:00 PM","","3:00:00 PM","False","",""
"Detention Master: Mr Cotton","2014-3-7","5:00:00 PM","","7:00:00 PM","False","",""
"(date changed from 6 March) American Exchange with 3rd & 4th Years at Abingdon (until 16 March)","2014-3-7","5:00:00 PM","","5:00:00 PM","False","","ALA"
"CCF: Field Exercise, Bramley (until 9th March)","2014-3-7","5:00:00 PM","","5:00:00 PM","False","",""
"1st Year Spooky Sleepover in Upper Library (until 8th March)","2014-3-7","5:30:00 PM","","5:30:00 PM","False","","GJC"
"History Society: Nicholas Kinloch, ""The Treaty of Versailles and World War 2"", CMR","2014-3-7","5:30:00 PM","","5:30:00 PM","False","","DRM"
"Careers Event fir 4th Year at St Helen's","2014-3-7","7:00:00 PM","","7:00:00 PM","False","",""
"3rd Year Disco, Dining Hall","2014-3-7","7:00:00 PM","","7:00:00 PM","False","",""
"Duty Masters: Dr May and Mr McGill","2014-3-8","","","","True","",""
"Activities priority weekend","2014-3-8","","","","True","",""
"Rowing v St Edward's (H)","2014-3-8","","","","True","",""
" (POSTPONED until 1st June - due to river conditions) 4th Year Bronze DofE Canoeing Assessment River Medway, Kent","2014-3-8","7:00:00 AM","","7:00:00 AM","False","","SMN"
"Art & Design Scholarship and Exhibitions 13+ and Sixth Form","2014-3-8","9:00:00 AM","","4:00:00 PM","False","","EOD"
"Cross Country: South East Schools Championships","2014-3-8","11:00:00 AM","","6:00:00 PM","False","",""
"Badminton v Harrow (A)","2014-3-8","2:00:00 PM","","2:00:00 PM","False","",""
"Boarders’ Activities: 6th form Social at St Mary’s Calne","2014-3-8","7:00:00 PM","","7:00:00 PM","False","",""
"1st Sunday of Lent","2014-3-9","","","","True","",""
"Rowing: Hammersmith Head (4th Yr.-6th Form)","2014-3-9","","","","True","","MEE"
"Fencing - Southern Region BYCs Qualifiers, Wellington College Health & Fitness Club, Crowthorne","2014-3-9","7:00:00 AM","","5:00:00 PM","False","","Fencing - Southern Region BYCs Qualifiers 
Wellington College Health and Fitness Club, Crowthorne
7am - 5pm
Yrs 1-7"
"Rugby: Berkhamsted 7's; U13 (A)","2014-3-9","9:00:00 AM","","3:00:00 PM","False","",""
"Golf v Radley, Radley College Golf Course","2014-3-9","11:00:00 AM","","11:00:00 AM","False","","SJ"
"WEEK B","2014-3-10","","","","True","",""
"Hazard Management - Map Action presentation to Upper Sixth Geographers, Hospitality Suite","2014-3-10","9:00:00 AM","","9:00:00 AM","False","","ICF"
"Thames Valley European Forum 2014, Oxford Union","2014-3-10","9:00:00 AM","","3:00:00 PM","False","",""
